label,data
class,"<button aria-label=""Home"" class=""home-button""><svg viewBox=""0 0 24 24""><path d=""M10 20v-6h4v6h5v-8h3L12 3 2 12h3v8z""/></svg>Home</button>"
class,"<button aria-label=""Disconnect network"" class=""disconnect-network""><svg viewBox=""0 0 24 24""><path d=""M12 2C6.48 2 2 6.48 2 12s4.48 10 10 10 10-4.48 10-10S17.52 2 12 2zm0 18c-4.41 0-8-3.59-8-8s3.59-8 8-8 8 3.59 8 8-3.59 8-8 8zm1-13h-2v4h2V7zm0 6h-2v2h2v-2z""/></svg>Disconnect</button>"
class,"<button aria-label=""Configure options"" class=""configure-options""><svg viewBox=""0 0 24 24""><path d=""M12 15.5a3.5 3.5 0 100-7 3.5 3.5 0 000 7zm-1-10v-.5a2 2 0 114 0v.5""/></svg>Configure</button>"
class,"<button class=""realbox-icon-button"" title=""Sese göre ara""></button>"
class,"<button class=""realbox-icon-button"" title=""Arama yap""></button>"
class,"<button class=""realbox-icon-button"" title=""Daha fazla bilgi""></button>"
class,"<button class=""realbox-icon-button"" title=""Giriş yap""></button>"
class,"<button class=""realbox-icon-button"" title=""Kayıt ol""></button>"
class,"<button class=""realbox-icon-button"" title=""Sepete ekle""></button>"
class,"<button class=""realbox-icon-button"" title=""Çıkış yap""></button>"
class,"<button class=""realbox-icon-button"" title=""Favorilere ekle""></button>"
class,"<button class=""realbox-icon-button"" title=""Yardım""></button>"
class,"<button class=""realbox-icon-button"" title=""İletişim""></button>"
class,"<button class=""realbox-icon-button"" title=""Bilgi al""></button>"
class,"<button class=""realbox-icon-button"" title=""Ayarlar""></button>"
class,"<button class=""realbox-icon-button"" title=""Paylaş""></button>"
class,"<button class=""realbox-icon-button"" title=""Yükle""></button>"
class,"<button class=""realbox-icon-button"" title=""Gönder""></button>"
class,"<button class=""realbox-icon-button"" title=""Sil""></button>"
class,"<button class=""realbox-icon-button"" title=""Düzenle""></button>"
class,"<button class=""realbox-icon-button"" title=""Kopyala""></button>"
class,"<button class=""realbox-icon-button"" title=""Kes""></button>"
class,"<button class=""realbox-icon-button"" title=""Yenile""></button>"
class,"<button class=""realbox-icon-button"" title=""Oynat""></button>"
class,"<button class=""realbox-icon-button"" title=""Duraklat""></button>"
class,"<button class=""realbox-icon-button"" title=""Durdur""></button>"
class,"<button class=""realbox-icon-button"" title=""Ses aç""></button>"
class,"<button class=""realbox-icon-button"" title=""Ses kıs""></button>"
class,"<button class=""realbox-icon-button"" title=""Tam ekran""></button>"
class,"<button class=""realbox-icon-button"" title=""Pencereyi küçült""></button>"
class,"<button class=""realbox-icon-button"" title=""Pencereyi büyült""></button>"
class,"<button class=""realbox-icon-button"" title=""Kapat""></button>"
class,"<button class=""realbox-icon-button"" title=""Aç""></button>"
class,"<button class=""realbox-icon-button"" title=""Geri dön""></button>"
class,"<button class=""realbox-icon-button"" title=""İleri git""></button>"
class,"<button class=""realbox-icon-button"" title=""Bir önceki""></button>"
class,"<button class=""realbox-icon-button"" title=""Bir sonraki""></button>"
class,"<button class=""realbox-icon-button"" title=""Yeniden başlat""></button>"
class,"<button class=""realbox-icon-button"" title=""Durum""></button>"
class,"<button class=""realbox-icon-button"" title=""Açıklama""></button>"
class,"<button class=""realbox-icon-button"" title=""Önizle""></button>"
class,"<button class=""realbox-icon-button"" title=""Yükle""></button>"
class,"<button class=""realbox-icon-button"" title=""Geri al""></button>"
class,"<button class=""realbox-icon-button"" title=""Önceki""></button>"
class,"<button class=""realbox-icon-button"" title=""Sonraki""></button>"
class,"<button class=""realbox-icon-button"" title=""Yeni oluştur""></button>"
class,"<button class=""realbox-icon-button"" title=""Küçült""></button>"
class,"<button class=""realbox-icon-button"" title=""Büyült""></button>"
class,"<button class=""realbox-icon-button"" title=""Seç""></button>"
class,"<button class=""realbox-icon-button"" title=""Kapat""></button>"
class,"<button class=""realbox-icon-button"" title=""Daha fazla""></button>"
class,"<button class=""realbox-icon-button"" title=""Geri getir""></button>"
class,"<button class=""realbox-icon-button"" title=""Yardım et""></button>"
class,"<button class=""realbox-icon-button"" title=""Güncelle""></button>"
class,"<button class=""realbox-icon-button"" title=""Sonuçları göster""></button>"
class,"<button class=""realbox-icon-button"" title=""Açıklamaları göster""></button>"
class,"<button class=""realbox-icon-button"" title=""Beni izle""></button>"
class,"<button class=""realbox-icon-button"" title=""Ekle""></button>"
class,"<button class=""realbox-icon-button"" title=""Gizle""></button>"
class,"<button class=""realbox-icon-button"" title=""Yeniden dene""></button>"
class,"<button class=""realbox-icon-button"" title=""Göster""></button>"
class,"<button class=""icon-button-primary"" title=""Sese göre ara""></button>"
class,"<button class=""icon-button-primary"" title=""Arama yap""></button>"
class,"<button class=""icon-button-secondary"" title=""Daha fazla bilgi""></button>"
class,"<button class=""icon-button-secondary"" title=""Giriş yap""></button>"
class,"<button class=""icon-button-alert"" title=""Kayıt ol""></button>"
class,"<button class=""icon-button-alert"" title=""Sepete ekle""></button>"
class,"<button class=""icon-button-info"" title=""Çıkış yap""></button>"
class,"<button class=""icon-button-info"" title=""Favorilere ekle""></button>"
class,"<button class=""icon-button-success"" title=""Yardım""></button>"
class,"<button class=""icon-button-success"" title=""İletişim""></button>"
class,"<button class=""icon-button-warning"" title=""Bilgi al""></button>"
class,"<button class=""icon-button-warning"" title=""Ayarlar""></button>"
class,"<button class=""icon-button-danger"" title=""Paylaş""></button>"
class,"<button class=""icon-button-danger"" title=""Yükle""></button>"
class,"<button class=""icon-button-dark"" title=""Gönder""></button>"
class,"<button class=""icon-button-dark"" title=""Sil""></button>"
class,"<button class=""icon-button-light"" title=""Düzenle""></button>"
class,"<button class=""icon-button-light"" title=""Kopyala""></button>"
class,"<button class=""icon-button-neutral"" title=""Kes""></button>"
class,"<button class=""icon-button-neutral"" title=""Yenile""></button>"
class,"<button class=""icon-button-primary-outline"" title=""Oynat""></button>"
class,"<button class=""icon-button-primary-outline"" title=""Duraklat""></button>"
class,"<button class=""icon-button-secondary-outline"" title=""Durdur""></button>"
class,"<button class=""icon-button-secondary-outline"" title=""Ses aç""></button>"
class,"<button class=""icon-button-success-outline"" title=""Ses kıs""></button>"
class,"<button class=""icon-button-success-outline"" title=""Tam ekran""></button>"
class,"<button class=""icon-button-info-outline"" title=""Pencereyi küçült""></button>"
class,"<button class=""icon-button-info-outline"" title=""Pencereyi büyült""></button>"
class,"<button class=""icon-button-warning-outline"" title=""Kapat""></button>"
class,"<button class=""icon-button-warning-outline"" title=""Aç""></button>"
class,"<button class=""icon-button-danger-outline"" title=""Geri dön""></button>"
class,"<button class=""icon-button-danger-outline"" title=""İleri git""></button>"
class,"<button class=""icon-button-dark-outline"" title=""Bir önceki""></button>"
class,"<button class=""icon-button-dark-outline"" title=""Bir sonraki""></button>"
class,"<button class=""icon-button-light-outline"" title=""Yeniden başlat""></button>"
class,"<button class=""icon-button-light-outline"" title=""Yükle""></button>"
class,"<button class=""icon-button-primary-dark"" title=""Aç""></button>"
class,"<button class=""icon-button-primary-dark"" title=""Geri dön""></button>"
class,"<button class=""icon-button-secondary-dark"" title=""İleri git""></button>"
class,"<button class=""icon-button-secondary-dark"" title=""Bir önceki""></button>"
class,"<button class=""icon-button-alert-dark"" title=""Bir sonraki""></button>"
class,"<button class=""icon-button-alert-dark"" title=""Yeniden başlat""></button>"
class,"<button class=""icon-button-info-dark"" title=""Gönder""></button>"
class,"<button class=""icon-button-info-dark"" title=""Sil""></button>"
class,"<button class=""icon-button-success-dark"" title=""Düzenle""></button>"
class,"<button class=""icon-button-success-dark"" title=""Kopyala""></button>"
class,"<button class=""icon-button-warning-dark"" title=""Kes""></button>"
class,"<button class=""icon-button-warning-dark"" title=""Yenile""></button>"
class,"<button class=""icon-button-danger-dark"" title=""Oynat""></button>"
class,"<button class=""icon-button-danger-dark"" title=""Duraklat""></button>"
class,"<button class=""icon-button-dark-dark"" title=""Durdur""></button>"
class,"<button class=""icon-button-dark-dark"" title=""Ses aç""></button>"
class,"<button class=""icon-button-light-dark"" title=""Ses kıs""></button>"
class,"<button class=""icon-button-light-dark"" title=""Tam ekran""></button>"
class,"<button class=""icon-button-neutral-dark"" title=""Pencereyi küçült""></button>"
class,"<button class=""icon-button-neutral-dark"" title=""Pencereyi büyült""></button>"
class,"<button class=""icon-button-primary-light"" title=""Kapat""></button>"
class,"<button class=""icon-button-primary-light"" title=""Aç""></button>"
class,"<button class=""icon-button-secondary-light"" title=""Geri dön""></button>"
class,"<button class=""icon-button-secondary-light"" title=""İleri git""></button>"
class,"<button class=""icon-button-alert-light"" title=""Bir önceki""></button>"
class,"<button class=""icon-button-alert-light"" title=""Bir sonraki""></button>"
class,"<button class=""icon-button-info-light"" title=""Yeniden başlat""></button>"
class,"<button class=""icon-button-info-light"" title=""Gönder""></button>"
class,"<button aria-labelledby=""tooltip-1"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-x Button-visual""> <path d=""M3.72 3.72a.75.75 0 0 1 1.06 0L8 6.94l3.22-3.22a.749.749 0 0 1 1.275.326.749.749 0 0 1-.215.734L9.06 8l3.22 3.22a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215L8 9.06l-3.22 3.22a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042L6.94 8 3.72 4.78a.75.75 0 0 1 0-1.06Z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-2"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-check Button-visual""> <path d=""M5.5 8.5l3 3 6-6""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-3"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-plus Button-visual""> <path d=""M8 3v10M3 8h10""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-4"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-minus Button-visual""> <path d=""M3 8h10""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-5"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-heart Button-visual""> <path d=""M8 15s7-4.35 7-8.5S10.35 1 8 4.35 1 6.65 1 6.65s0 4.15 7 8.35z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-6"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-star Button-visual""> <path d=""M8 12.5l-3.5 2 1-3.5L1 6.5l3.5-.5L8 1l3.5 4L16 6.5l-4.5 3.5 1 3.5z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-7"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-upload Button-visual""> <path d=""M8 2v12m-4-4l4-4 4 4""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-8"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-download Button-visual""> <path d=""M8 14V2m4 4l-4 4-4-4""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-9"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-refresh Button-visual""> <path d=""M8 2a6 6 0 1 1-6 6h4l-3-3 3 3 3-3h-4a6 6 0 0 1 6-6z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-10"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-search Button-visual""> <path d=""M11.742 10.742a5 5 0 1 0-1.406 1.406 5 5 0 0 0 1.406-1.406zM12 5a7 7 0 1 1-7 7 7 7 0 0 1 7-7z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-11"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-gear Button-visual""> <path d=""M8 12.5a4.5 4.5 0 1 0-4.5-4.5A4.5 4.5 0 0 0 8 12.5zm0-9a4.5 4.5 0 0 1 4.5 4.5 4.5 4.5 0 0 1-4.5 4.5 4.5 4.5 0 0 1-4.5-4.5A4.5 4.5 0 0 1 8 3.5z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-12"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-camera Button-visual""> <path d=""M4 8a4 4 0 1 1 8 0 4 4 0 0 1-8 0zM2 8a6 6 0 1 1 12 0A6 6 0 0 1 2 8zM2 4h12a1 1 0 0 1 1 1v8a1 1 0 0 1-1 1H2a1 1 0 0 1-1-1V5a1 1 0 0 1 1-1z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-13"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-microscope Button-visual""> <path d=""M10 1a2 2 0 1 1-4 0 2 2 0 0 1 4 0zM6 4a2 2 0 0 1-2 2v1a2 2 0 0 0 2 2 2 2 0 0 0 2-2V6a2 2 0 0 1-2-2zm4 1a2 2 0 0 1 2 2v2a2 2 0 0 1-2 2 2 2 0 0 1-2-2V6a2 2 0 0 1 2-2zm0 10a6 6 0 0 0-6-6v2a4 4 0 0 1 4 4 4 4 0 0 1 4-4v-2a6 6 0 0 0-6 6z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-14"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-bell Button-visual""> <path d=""M8 15a2 2 0 0 1-2-2h4a2 2 0 0 1-2 2zM4.293 11.293a1 1 0 0 1-.293-.707V6a4 4 0 0 1 4-4 4 4 0 0 1 4 4v4.586a1 1 0 0 1-.293.707L8 13.586l-3.707-2.293zM9 2a2 2 0 1 1-4 0 2 2 0 0 1 4 0z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-15"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-envelope Button-visual""> <path d=""M1 2a1 1 0 0 1 1-1h12a1 1 0 0 1 1 1v12a1 1 0 0 1-1 1H2a1 1 0 0 1-1-1V2zm1 1v2l6 4 6-4V3H2zM2 6l6 4 6-4V13H2V6z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-16"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-lock Button-visual""> <path d=""M8 2a2 2 0 0 1 2 2v4H6V4a2 2 0 0 1 2-2zm-4 6h8v6H4V8z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-17"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-database Button-visual""> <path d=""M8 2a6 6 0 0 0-6 6v4a6 6 0 0 0 12 0V8a6 6 0 0 0-6-6zM2 8a6 6 0 0 1 12 0v2a6 6 0 0 1-12 0V8zm0 4a6 6 0 0 0 12 0v2a6 6 0 0 0-12 0v-2z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-18"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-calendar Button-visual""> <path d=""M2 2v12h12V2H2zm12 0v2H2V2h12zm-6 4v4H4V6h4z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-19"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-briefcase Button-visual""> <path d=""M1 4h14v9H1V4zm1 1v7h12V5H2zm6 2h2v2H8V7z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-20"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-map Button-visual""> <path d=""M1 2h2v12H1V2zm3 0h2v12H4V2zm3 0h2v12H7V2zm3 0h2v12h-2V2z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-21"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-phone Button-visual""> <path d=""M1 1v14h14V1H1zm1 1h12v12H2V2zm7 2v3h-2V4h2z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-22"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-tag Button-visual""> <path d=""M12 2a2 2 0 0 1 2 2v10H2V4a2 2 0 0 1 2-2h8zm0 2H4v12h8V4zm-6 1h4v2H6V5z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-23"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-basket Button-visual""> <path d=""M2 1h12v1H2V1zm1 2h10v2H3V3zm0 3h10v10H3V6z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-24"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-cloud Button-visual""> <path d=""M4 4a4 4 0 0 1 8 0 4 4 0 0 1 4 4 4 4 0 0 1-4 4H4A4 4 0 0 1 0 8a4 4 0 0 1 4-4z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-25"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-star Button-visual""> <path d=""M8 12.053l-3.441 1.76.657-3.843L1 5.65l4.05-.589L8 1.5l2.95 3.56 4.05.589-2.216 2.894.657 3.843L8 12.053z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-26"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-globe Button-visual""> <path d=""M8 1a7 7 0 1 0 0 14A7 7 0 0 0 8 1zm0 12a5 5 0 1 1 0-10 5 5 0 0 1 0 10z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-27"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-key Button-visual""> <path d=""M11.5 9a2.5 2.5 0 1 1-2.5-2.5 2.5 2.5 0 0 1 2.5 2.5zm-3 0a3.5 3.5 0 1 1 7 0 3.5 3.5 0 0 1-7 0zM6 8a2 2 0 1 1 4 0 2 2 0 0 1-4 0z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-28"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-tag Button-visual""> <path d=""M1 1h14v14H1V1zm1 1v2h12V2H2zm0 3v10h12V5H2zm10 4H6V7h6v2z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-29"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-pie-chart Button-visual""> <path d=""M8 1a7 7 0 0 0-7 7v7a7 7 0 0 0 14 0V8a7 7 0 0 0-7-7zM2 8a6 6 0 0 1 12 0v6a6 6 0 0 1-12 0V8zm8-1v6H6V7h4z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-30"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-rocket Button-visual""> <path d=""M7.5 1a2.5 2.5 0 0 1 5 0c.88.88 1.5 2 1.5 3.5s-.63 2.6-1.5 3.5a9.87 9.87 0 0 1-4.5 2.5 9.87 9.87 0 0 1-4.5-2.5c-.88-.88-1.5-2-1.5-3.5s.63-2.6 1.5-3.5zm2.5 1a.5.5 0 1 0-1 0 .5.5 0 0 0 1 0zM4 6c0 1.54.7 3.1 1.8 4.2a8.17 8.17 0 0 0 3.4 1.8c1.29 0 2.55-.35 3.6-.9a7.9 7.9 0 0 0 2.1-1.5c.31-.32.68-.72 1-1.1.32-.38.59-.79.8-1.2.16-.35.27-.7.3-1.1-.08-.37-.27-.72-.55-1.01a.5.5 0 0 0-.7.7c.15.2.22.42.23.66-.04.26-.14.5-.29.73-.23.31-.53.63-.84.9-1.05.97-2.36 1.7-3.7 2.2a8.42 8.42 0 0 1-3.8.1C5.8 10.1 4.5 8.54 4.5 7a.5.5 0 1 0-1 0z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-31"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-video Button-visual""> <path d=""M4 4H1v10h3V4zm11 3v4H5V7h10zM5 1h11v11H5V1z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-32"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-music Button-visual""> <path d=""M10 1v8.384a4 4 0 1 1-1 0V1h-1v8.384a4 4 0 1 1-1 0V1H6v8.384a4 4 0 1 1-1 0V1h-.5v8.384a4 4 0 1 1-1 0V1H1v14h14V1h-4z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-33"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-zap Button-visual""> <path d=""M7.5 1l5 7H9l1.5 6-5-7h3l-1.5-6z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-34"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-heart Button-visual""> <path d=""M8 13.409l-4.294-4.29C2.244 8.594 1.5 7.418 1.5 6.1A3.28 3.28 0 0 1 4.828 2.73a3.28 3.28 0 0 1 4.344 0A3.28 3.28 0 0 1 13.5 6.1c0 1.318-.744 2.494-2.206 3.019L8 13.409z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-35"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-globe Button-visual""> <path d=""M8 1a7 7 0 1 0 0 14A7 7 0 0 0 8 1zm0 12a5 5 0 1 1 0-10 5 5 0 0 1 0 10z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-36"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-repo Button-visual""> <path d=""M11.5 3a.5.5 0 0 1 .5.5v9a.5.5 0 0 1-.5.5H4a.5.5 0 0 1-.5-.5v-9a.5.5 0 0 1 .5-.5h7zM1 1h14v14H1V1zm3 3h8v10H4V4z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-37"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-telescope Button-visual""> <path d=""M2.1 1.9l11.8 6.4a.5.5 0 0 1 0 .8l-11.8 6.4a.5.5 0 0 1-.8-.4V4.3a.5.5 0 0 1 .8-.4z""></path> </svg> </button>"
